-658351.0608672306	  inf
-658122.8153190259	3.46693e-04
-658069.4128244626	8.11437e-05
-658036.8599640905	4.94672e-05
-658014.7629389788	3.35802e-05
-657998.8119441895	2.42411e-05
-657986.8035769193	1.82498e-05
-657977.4746311413	1.41780e-05
-657970.0473567474	1.12880e-05
-657964.0028956620	9.18653e-06
-657958.9966794128	7.60865e-06
-657954.8065768504	6.36833e-06
-657951.2550907502	5.39777e-06
-657948.2113533330	4.62608e-06
-657945.5760823307	4.00529e-06
-657943.2757215855	3.49628e-06
-657941.2529198455	3.07443e-06
-657939.4641213422	2.71878e-06
-657937.8724773908	2.41913e-06
-657936.4474019473	2.16597e-06
-657935.1671512043	1.94586e-06
-657934.0111158927	1.75707e-06
-657932.9623272982	1.59406e-06
-657932.0073540456	1.45148e-06
-657931.1315890785	1.33109e-06
-657930.3245371297	1.22665e-06
-657929.5758158590	1.13799e-06
-657928.8786603528	1.05962e-06
-657928.2240599043	9.94941e-07
-657927.6061427618	9.39186e-07
-657927.0206649260	8.89882e-07
-657926.4641630262	8.45841e-07
-657925.9366822292	8.01732e-07
-657925.4370627424	7.59386e-07
-657924.9663847551	7.15397e-07
-657924.5256765456	6.69846e-07
-657924.1159552303	6.22748e-07
-657923.7371504578	5.75758e-07
-657923.3889038679	5.29311e-07
-657923.0674920344	4.88525e-07
-657922.7709487905	4.50726e-07
-657922.4962592744	4.17510e-07
-657922.2395602195	3.90166e-07
-657921.9972812736	3.68249e-07
-657921.7651610109	3.52808e-07
-657921.5394942334	3.42999e-07
-657921.3175058226	3.37409e-07
-657921.0959885352	3.36693e-07
-657920.8720491482	3.40374e-07
-657920.6431888131	3.47854e-07
-657920.4080667262	3.57371e-07
-657920.1667641250	3.66766e-07
-657919.9206499433	3.74079e-07
-657919.6726953831	3.76877e-07
-657919.4271029641	3.73286e-07
-657919.1878959434	3.63581e-07
-657918.9608399140	3.45112e-07
-657918.7484065561	3.22887e-07
-657918.5525046851	2.97760e-07
-657918.3738929721	2.71480e-07
-657918.2117689544	2.46420e-07
-657918.0649825629	2.23107e-07
-657917.9308950817	2.03806e-07
-657917.8080051780	1.86786e-07
-657917.6938418959	1.73522e-07
-657917.5871688424	1.62137e-07
-657917.4867776551	1.52589e-07
-657917.3923491383	1.43526e-07
-657917.3027417236	1.36199e-07
-657917.2173072660	1.29856e-07
-657917.1351217388	1.24918e-07
-657917.0559401747	1.20352e-07
-657916.9792476587	1.16569e-07
-657916.9047055842	1.13300e-07
-657916.8321727721	1.10246e-07
-657916.7613938410	1.07580e-07
-657916.6919968692	1.05480e-07
-657916.6240494133	1.03277e-07
-657916.5585285664	9.95884e-08
