-4206263.5615598718	  inf
-4206110.9624400837	3.62790e-05
-4206074.1435476067	8.75367e-06
-4206045.5989968423	6.78651e-06
-4206023.0771525018	5.35464e-06
-4206005.0031244745	4.29718e-06
-4205990.2596073244	3.50535e-06
-4205978.0475755865	2.90349e-06
-4205967.7882838231	2.43922e-06
-4205959.0565943113	2.07602e-06
-4205951.5368897105	1.78787e-06
-4205944.9912618278	1.55628e-06
-4205939.2396619469	1.36749e-06
-4205934.1427893052	1.21183e-06
-4205929.5919274166	1.08201e-06
-4205925.5016865050	9.72494e-07
-4205921.8032600852	8.79337e-07
-4205918.4419616321	7.99182e-07
-4205915.3721704641	7.29874e-07
-4205912.5570382373	6.69327e-07
-4205909.9651454901	6.16250e-07
-4205907.5707211196	5.69300e-07
-4205905.3519106777	5.27546e-07
-4205903.2896483066	4.90325e-07
-4205901.3678626427	4.56926e-07
-4205899.5724392086	4.26882e-07
-4205897.8911181493	3.99753e-07
-4205896.3134570522	3.75107e-07
-4205894.8299395312	3.52723e-07
-4205893.4324644553	3.32266e-07
-4205892.1134457896	3.13612e-07
-4205890.8666549753	2.96439e-07
-4205889.6862356113	2.80659e-07
-4205888.5669086026	2.66133e-07
-4205887.5039645331	2.52728e-07
-4205886.4932400119	2.40312e-07
-4205885.5309856618	2.28788e-07
-4205884.6139703123	2.18031e-07
-4205883.7392958477	2.07964e-07
-4205882.9037254592	1.98667e-07
-4205882.1049957378	1.89908e-07
-4205881.3407073356	1.81719e-07
-4205880.6089594821	1.73982e-07
-4205879.9076192137	1.66752e-07
-4205879.2350300318	1.59916e-07
-4205878.5897158328	1.53431e-07
-4205877.9699835544	1.47349e-07
-4205877.3744944986	1.41585e-07
-4205876.8021157449	1.36090e-07
-4205876.2517473614	1.30857e-07
-4205875.7221449390	1.25920e-07
-4205875.2124997498	1.21175e-07
-4205874.7219012938	1.16646e-07
-4205874.2494398979	1.12334e-07
-4205873.7941503543	1.08251e-07
-4205873.3554129843	1.04315e-07
-4205872.9324948834	1.00554e-07
-4205872.5245686527	9.69897e-08
