-4090279.5170443770	  inf
-4090100.4510693778	4.37784e-05
-4090046.2649015714	1.32481e-05
-4090013.0295466478	8.12591e-06
-4089990.8833135865	5.41471e-06
-4089975.1680347826	3.84238e-06
-4089962.6772549236	3.05400e-06
-4089954.5738414973	1.98129e-06
-4089946.5941892178	1.95104e-06
-4089940.0107381279	1.60967e-06
-4089934.4909475851	1.34960e-06
-4089929.7953343508	1.14809e-06
-4089925.7468839744	9.89858e-07
-4089922.3495278829	8.30664e-07
-4089918.8030168307	8.67134e-07
-4089915.4772415850	8.13164e-07
-4089912.3207699000	7.71769e-07
-4089908.0836362280	1.03600e-06
-4089904.8037139969	8.01955e-07
-4089902.3057372845	6.10766e-07
-4089900.2755314666	4.96395e-07
-4089898.5473425523	4.22550e-07
-4089897.0285303127	3.71357e-07
-4089895.6665996006	3.32999e-07
-4089894.4287978997	3.02649e-07
-4089893.2941234191	2.77434e-07
-4089892.2472820291	2.55958e-07
-4089891.2762527769	2.37422e-07
-4089890.3720345716	2.21086e-07
-4089889.5271720435	2.06573e-07
-4089888.7350785634	1.93671e-07
-4089887.9908691244	1.81963e-07
-4089887.2896719561	1.71447e-07
-4089886.6276561623	1.61867e-07
-4089886.0015066923	1.53097e-07
-4089885.4083344983	1.45034e-07
-4089884.8452925491	1.37667e-07
-4089884.3103117016	1.30806e-07
-4089883.8010805272	1.24510e-07
-4089883.3157868595	1.18657e-07
-4089882.8526969645	1.13228e-07
-4089882.4103070274	1.08167e-07
-4089881.9874042501	1.03402e-07
-4089881.5826696372	9.89600e-08
