-4217201.6521149604	  inf
-4217090.7038091794	2.63085e-05
-4217062.0070891706	6.80486e-06
-4217038.7869452192	5.50624e-06
-4217019.7444292968	4.51561e-06
-4217003.9246780202	3.75141e-06
-4216990.6184770707	3.15537e-06
-4216979.2954413090	2.68510e-06
-4216969.5549823055	2.30982e-06
-4216961.0923888609	2.00680e-06
-4216953.6728310231	1.75946e-06
-4216947.1135885213	1.55545e-06
-4216941.2715671407	1.38537e-06
-4216936.0331267202	1.24224e-06
-4216931.3073519822	1.12067e-06
-4216927.0207943600	1.01651e-06
-4216923.1131512672	9.26657e-07
-4216919.5351371272	8.48489e-07
-4216916.2455127789	7.80101e-07
-4216913.2099443320	7.19855e-07
-4216910.3993698945	6.66500e-07
-4216907.7891754722	6.18983e-07
-4216905.3580939109	5.76508e-07
-4216903.0880105738	5.38329e-07
-4216900.9633846758	5.03836e-07
-4216898.9705988495	4.72571e-07
-4216897.0974971401	4.44189e-07
-4216895.3336413428	4.18283e-07
-4216893.6700081844	3.94516e-07
-4216892.0981172910	3.72760e-07
-4216890.6108055236	3.52703e-07
-4216889.2016630331	3.34166e-07
-4216887.8646638747	3.17058e-07
-4216886.5947549064	3.01148e-07
-4216885.3871675804	2.86369e-07
-4216884.2376786610	2.72592e-07
-4216883.1424436672	2.59726e-07
-4216882.0979671581	2.47689e-07
-4216881.1010532696	2.36410e-07
-4216880.1487090448	2.25841e-07
-4216879.2383516282	2.15884e-07
-4216878.3675747495	2.06498e-07
-4216877.5338917179	1.97701e-07
-4216876.7353328029	1.89372e-07
-4216875.9699565927	1.81503e-07
-4216875.2359693162	1.74059e-07
-4216874.5317174746	1.67008e-07
-4216873.8556272313	1.60330e-07
-4216873.2063008547	1.53983e-07
-4216872.5822908944	1.47979e-07
-4216871.9823981393	1.42260e-07
-4216871.4053976387	1.36831e-07
-4216870.8502347860	1.31653e-07
-4216870.3158426713	1.26727e-07
-4216869.8012715196	1.22027e-07
-4216869.3054714203	1.17575e-07
-4216868.8276470890	1.13313e-07
-4216868.3669920238	1.09241e-07
-4216867.9226872539	1.05364e-07
-4216867.4940026095	1.01659e-07
-4216867.0801755497	9.81361e-08
