-2498098.7137640417	  inf
-2497915.2630345910	7.34361e-05
-2497860.1774953506	2.20526e-05
-2497828.2905734484	1.27657e-05
-2497807.9416709957	8.14664e-06
-2497793.9031210453	5.62035e-06
-2497783.5861997972	4.13041e-06
-2497775.6067032949	3.19463e-06
-2497769.1808909108	2.57261e-06
-2497763.8370980262	2.13943e-06
-2497759.2828570204	1.82333e-06
-2497755.3237374797	1.58507e-06
-2497751.8297996949	1.39883e-06
-2497748.7058910681	1.25069e-06
-2497745.8866680646	1.12871e-06
-2497743.3212627666	1.02709e-06
-2497740.9682158660	9.42069e-07
-2497738.7981788879	8.68800e-07
-2497736.7862989381	8.05481e-07
-2497734.9113234803	7.50670e-07
-2497733.1570461821	7.02347e-07
-2497731.5104783489	6.59225e-07
-2497729.9571933867	6.21878e-07
-2497728.4910795414	5.86979e-07
-2497727.1013775389	5.56386e-07
-2497725.7806143244	5.28786e-07
-2497724.5232273182	5.03413e-07
-2497723.3239067560	4.80165e-07
-2497722.1768134898	4.59256e-07
-2497721.0780536444	4.39905e-07
-2497720.0229196087	4.22439e-07
-2497719.0076741637	4.06469e-07
-2497718.0309056155	3.91064e-07
-2497717.0881973510	3.77428e-07
-2497716.1792818410	3.63899e-07
-2497715.2999151340	3.52068e-07
-2497714.4484579014	3.40894e-07
-2497713.6235975898	3.30246e-07
-2497712.8232447724	3.20434e-07
-2497712.0466192174	3.10935e-07
-2497711.2914143344	3.02359e-07
-2497710.5554432673	2.94658e-07
-2497709.8392518675	2.86739e-07
-2497709.1417742143	2.79247e-07
-2497708.4614366544	2.72385e-07
-2497707.7968233628	2.66089e-07
-2497707.1479999567	2.59768e-07
-2497706.5133783012	2.54082e-07
-2497705.8926697001	2.48511e-07
-2497705.2856238843	2.43041e-07
-2497704.6912293234	2.37976e-07
-2497704.1084899348	2.33310e-07
-2497703.5371467993	2.28747e-07
-2497702.9767596605	2.24361e-07
-2497702.4273142922	2.19980e-07
-2497701.8875669162	2.16098e-07
-2497701.3572308617	2.12330e-07
-2497700.8362316093	2.08591e-07
-2497700.3247390878	2.04785e-07
-2497699.8211734467	2.01612e-07
-2497699.3260887819	1.98216e-07
-2497698.8387007257	1.95135e-07
-2497698.3597004744	1.91777e-07
-2497697.8880773559	1.88823e-07
-2497697.4232970010	1.86083e-07
-2497696.9652607339	1.83383e-07
-2497696.5142459767	1.80572e-07
-2497696.0696434597	1.78005e-07
-2497695.6326349168	1.74965e-07
-2497695.2005732581	1.72984e-07
-2497694.7743862937	1.70632e-07
-2497694.3542435924	1.68212e-07
-2497693.9395360309	1.66036e-07
-2497693.5303447288	1.63828e-07
-2497693.1266788426	1.61615e-07
-2497692.7281800853	1.59547e-07
-2497692.3350402331	1.57401e-07
-2497691.9465617887	1.55535e-07
-2497691.5627468717	1.53668e-07
-2497691.1840544641	1.51617e-07
-2497690.8100216743	1.49751e-07
